"Term"	"Gene_ID"	"Symbol"	"Description_(17-11-2018)"	"Short_description_(31-12-2018)"	"Curator_summary_(31-12-2018)"	"PlantTFDB"	"AGRIS_AtTFDB"	"Cell_Cycle_(van_Leene_2010)"	"Leaf_Development"	"Term"	"logFC.d13"	"p.value.d13"	"FDR.d13"	"logFC.d16"	"FDR.d16"	"logFC.d20"	"p.value.d20"	"FDR.d20"	"logFC.d20.lt"	"p.value.d20.lt"	"FDR.d20.lt"
7.47551796850505e-08	"AT3G16770"	"EBP"	"ethylene-responsive element binding protein"	"ethylene-responsive element binding protein"	"Encodes a member of the ERF (ethylene response factor) subfamily B-2 of the plant specific ERF/AP2 transcription factor family (RAP2.3).  The protein contains one AP2 domain. There are 5 members in this subfamily including RAP2.2 AND RAP2.12.It is localized to the nucleus and acts as a transcriptional activator through the GCC-box. It has been identified as a suppressor of Bax-induced cell death by functional screening in yeast and can also suppress Bax-induced cell death in tobacco plants. Overexpression of this gene in tobacco BY-2 cells confers resistance to H2O2 and heat stresses. Overexpression in Arabidopsis causes upregulation of PDF1.2 and GST6.   It is part of the ethylene signaling pathway and is predicted to act downstream of EIN2 and CTR1, but not under EIN3. The mRNA is cell-to-cell mobile."	"ERF"	"AP2-EREBP"	"-"	"-"	"Ethylene"	1.61290547761979	4.0097363285213e-06	0.00116800534837265	2.49422576339049	0.000101101040868339	1.523737057766	6.05232331491071e-06	0.000655472186064945	1.55139981830199	5.14190475251295e-06	0.000513451512129997
7.47551796850505e-08	"AT3G16770"	"EBP"	"ethylene-responsive element binding protein"	"ethylene-responsive element binding protein"	"Encodes a member of the ERF (ethylene response factor) subfamily B-2 of the plant specific ERF/AP2 transcription factor family (RAP2.3).  The protein contains one AP2 domain. There are 5 members in this subfamily including RAP2.2 AND RAP2.12.It is localized to the nucleus and acts as a transcriptional activator through the GCC-box. It has been identified as a suppressor of Bax-induced cell death by functional screening in yeast and can also suppress Bax-induced cell death in tobacco plants. Overexpression of this gene in tobacco BY-2 cells confers resistance to H2O2 and heat stresses. Overexpression in Arabidopsis causes upregulation of PDF1.2 and GST6.   It is part of the ethylene signaling pathway and is predicted to act downstream of EIN2 and CTR1, but not under EIN3. The mRNA is cell-to-cell mobile."	"ERF"	"AP2-EREBP"	"-"	"-"	"transcription"	1.61290547761979	4.0097363285213e-06	0.00116800534837265	2.49422576339049	0.000101101040868339	1.523737057766	6.05232331491071e-06	0.000655472186064945	1.55139981830199	5.14190475251295e-06	0.000513451512129997
7.47551796850505e-08	"AT3G16770"	"EBP"	"ethylene-responsive element binding protein"	"ethylene-responsive element binding protein"	"Encodes a member of the ERF (ethylene response factor) subfamily B-2 of the plant specific ERF/AP2 transcription factor family (RAP2.3).  The protein contains one AP2 domain. There are 5 members in this subfamily including RAP2.2 AND RAP2.12.It is localized to the nucleus and acts as a transcriptional activator through the GCC-box. It has been identified as a suppressor of Bax-induced cell death by functional screening in yeast and can also suppress Bax-induced cell death in tobacco plants. Overexpression of this gene in tobacco BY-2 cells confers resistance to H2O2 and heat stresses. Overexpression in Arabidopsis causes upregulation of PDF1.2 and GST6.   It is part of the ethylene signaling pathway and is predicted to act downstream of EIN2 and CTR1, but not under EIN3. The mRNA is cell-to-cell mobile."	"ERF"	"AP2-EREBP"	"-"	"-"	"Stress"	1.61290547761979	4.0097363285213e-06	0.00116800534837265	2.49422576339049	0.000101101040868339	1.523737057766	6.05232331491071e-06	0.000655472186064945	1.55139981830199	5.14190475251295e-06	0.000513451512129997
9.05059536105805e-08	"AT2G33810"	"SPL3"	"squamosa promoter binding protein-like 3"	"squamosa promoter binding protein-like 3"	"Encodes a member of the SPL (squamosa-promoter binding protein-like)gene family, a novel gene family encoding DNA binding proteins and putative transcription factors.  Contains the SBP-box, which encodes the SBP-domain, required and sufficient for interaction with DNA. It binds DNA, may directly regulate AP1, and is involved in regulation of flowering and vegetative phase change.  Its temporal expression is regulated by the microRNA miR156.  The target site for the microRNA is in the 3'UTR."	"SBP"	"SBP"	"-"	"leafdata"	"transcription"	1.59953374840456	1.38774577553156e-07	0.000219577099288961	1.67104768848827	0.000102667678582588	0.611511185655403	0.00070517190466116	0.0109447323577636	0.902515953125217	2.89984995558894e-05	0.00135184015603856
9.21807613765706e-08	"AT5G59870"	"HTA6"	"histone H2A 6"	"histone H2A 6"	"Encodes HTA6, a histone H2A protein."	"-"	"-"	"-"	"-"	"histone"	-0.507952915804678	0.0103968365937095	0.0490328217931247	-2.20779430218462	0.000102667678582588	-0.625033450299967	0.00356433396179468	0.0299012402448473	-0.861504123324113	0.000365061148647076	0.00603147276482002
1.08906026092874e-07	"AT4G16780"	"HB-2"	"homeobox protein 2"	"homeobox protein 2"	"Encodes a homeodomain-leucine zipper protein that is rapidly and strongly induced by changes in the ratio of red to far-red light.  It is also involved in cell expansion and cell proliferation and in the response to auxin. The mRNA is cell-to-cell mobile."	"HD-ZIP"	"Homeobox"	"-"	"leafdata"	"Auxin"	2.03331184816061	1.26196871079178e-06	0.000661283134031743	2.66206107403328	0.000114557038780138	2.57430372487905	1.39527136625846e-07	9.08550595482173e-05	2.75593908915852	7.54846256944854e-08	6.94134868741337e-05
1.08906026092874e-07	"AT4G16780"	"HB-2"	"homeobox protein 2"	"homeobox protein 2"	"Encodes a homeodomain-leucine zipper protein that is rapidly and strongly induced by changes in the ratio of red to far-red light.  It is also involved in cell expansion and cell proliferation and in the response to auxin. The mRNA is cell-to-cell mobile."	"HD-ZIP"	"Homeobox"	"-"	"leafdata"	"Light"	2.03331184816061	1.26196871079178e-06	0.000661283134031743	2.66206107403328	0.000114557038780138	2.57430372487905	1.39527136625846e-07	9.08550595482173e-05	2.75593908915852	7.54846256944854e-08	6.94134868741337e-05
1.21064385881806e-07	"AT4G37770"	"ACS8"	"1-amino-cyclopropane-1-carboxylate synthase 8"	"1-amino-cyclopropane-1-carboxylate synthase 8"	"Encodes an auxin inducible ACC synthase."	"-"	"-"	"-"	"-"	"Auxin_induced"	2.29966753459309	9.56282226099027e-05	0.00432130015965608	5.60628451073502	0.000120643846436111	3.86514655860115	3.39951498059505e-07	0.000149878062658581	4.32648519282147	1.32857074937038e-07	7.99968438176505e-05
1.21064385881806e-07	"AT4G37770"	"ACS8"	"1-amino-cyclopropane-1-carboxylate synthase 8"	"1-amino-cyclopropane-1-carboxylate synthase 8"	"Encodes an auxin inducible ACC synthase."	"-"	"-"	"-"	"-"	"Auxin"	2.29966753459309	9.56282226099027e-05	0.00432130015965608	5.60628451073502	0.000120643846436111	3.86514655860115	3.39951498059505e-07	0.000149878062658581	4.32648519282147	1.32857074937038e-07	7.99968438176505e-05
2.12889998534449e-07	"AT3G29030"	"EXPA5"	"expansin A5"	"expansin A5"	"Encodes an expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)"	"-"	"-"	"-"	"leafdata"	"EXP"	-0.511373452753074	0.000360531225243861	0.00767459204788521	-1.18179212825703	0.000183825951715732	-1.74064469776483	4.80953415556551e-09	2.22573212325729e-05	-2.11866808440417	6.96104549669652e-10	4.39334784781506e-06
2.59257171998347e-07	"AT1G06080"	"ADS1"	"delta 9 desaturase 1"	"delta 9 desaturase 1"	"Encodes a protein homologous to delta 9 acyl-lipid desaturases of cyanobacteria and acyl-CoA desaturases of yeast and mammals. expression down-regulated by cold temperature.  It is involved in the desaturation of VLCFAs to make monounsaturated VLCFAs."	"-"	"-"	"-"	"-"	"Cold"	1.863920384423	1.02806327469929e-05	0.00183046177139759	2.88673600024189	0.000204532303942363	3.89009973618702	2.38857951753401e-08	3.55565775239481e-05	4.78003549020264	4.66772521465374e-09	1.26255298877505e-05
2.59257171998347e-07	"AT1G06080"	"ADS1"	"delta 9 desaturase 1"	"delta 9 desaturase 1"	"Encodes a protein homologous to delta 9 acyl-lipid desaturases of cyanobacteria and acyl-CoA desaturases of yeast and mammals. expression down-regulated by cold temperature.  It is involved in the desaturation of VLCFAs to make monounsaturated VLCFAs."	"-"	"-"	"-"	"-"	"lipid"	1.863920384423	1.02806327469929e-05	0.00183046177139759	2.88673600024189	0.000204532303942363	3.89009973618702	2.38857951753401e-08	3.55565775239481e-05	4.78003549020264	4.66772521465374e-09	1.26255298877505e-05
2.90427557635429e-07	"AT1G23205"	"AT1G23205"	"Plant invertase/pectin methylesterase inhibitor superfamily protein"	"Plant invertase/pectin methylesterase inhibitor superfamily protein"	"-"	"-"	"-"	"-"	"-"	"pectin"	-0.666359157912131	0.00159739820933099	0.0157938055851034	-1.8756718556811	0.000205567304659034	-0.624226408754151	0.0028028141581838	0.0260522745562356	-0.632582748566424	0.0024444619911991	0.0198556170490621
2.93784192181396e-07	"AT5G39610"	"NAC6"	"NAC domain containing protein 6"	"NAC domain containing protein  6"	"Encodes a NAC-domain transcription factor. Positively regulates aging-induced cell death and senescence in leaves.  This gene is upregulated in response to salt stress in wildtype as well as NTHK1 transgenic lines although in the latter case the induction was drastically reduced. It was also upregulated by ABA, ACC and NAA treatment, although in the latter two cases, the induction occurred relatively late when compared with NaCl or ABA treatments. Note: this protein (AtNAC6) on occasion has also been referred to as AtNAC2, not to be confused with the AtNAC2 found at locus AT3G15510."	"NAC"	"NAC"	"-"	"GO"	"Stress"	4.91268237824891	1.10088188263032e-06	0.000641826871474002	5.97269463026974	0.000205567304659034	5.09032780303294	6.43036373132111e-07	0.000204546959494892	4.81367069317632	1.00750237329321e-06	0.000207348368868845
2.93784192181396e-07	"AT5G39610"	"NAC6"	"NAC domain containing protein 6"	"NAC domain containing protein  6"	"Encodes a NAC-domain transcription factor. Positively regulates aging-induced cell death and senescence in leaves.  This gene is upregulated in response to salt stress in wildtype as well as NTHK1 transgenic lines although in the latter case the induction was drastically reduced. It was also upregulated by ABA, ACC and NAA treatment, although in the latter two cases, the induction occurred relatively late when compared with NaCl or ABA treatments. Note: this protein (AtNAC6) on occasion has also been referred to as AtNAC2, not to be confused with the AtNAC2 found at locus AT3G15510."	"NAC"	"NAC"	"-"	"GO"	"transcription"	4.91268237824891	1.10088188263032e-06	0.000641826871474002	5.97269463026974	0.000205567304659034	5.09032780303294	6.43036373132111e-07	0.000204546959494892	4.81367069317632	1.00750237329321e-06	0.000207348368868845
2.93784192181396e-07	"AT5G39610"	"NAC6"	"NAC domain containing protein 6"	"NAC domain containing protein  6"	"Encodes a NAC-domain transcription factor. Positively regulates aging-induced cell death and senescence in leaves.  This gene is upregulated in response to salt stress in wildtype as well as NTHK1 transgenic lines although in the latter case the induction was drastically reduced. It was also upregulated by ABA, ACC and NAA treatment, although in the latter two cases, the induction occurred relatively late when compared with NaCl or ABA treatments. Note: this protein (AtNAC6) on occasion has also been referred to as AtNAC2, not to be confused with the AtNAC2 found at locus AT3G15510."	"NAC"	"NAC"	"-"	"GO"	"Salt"	4.91268237824891	1.10088188263032e-06	0.000641826871474002	5.97269463026974	0.000205567304659034	5.09032780303294	6.43036373132111e-07	0.000204546959494892	4.81367069317632	1.00750237329321e-06	0.000207348368868845
2.93784192181396e-07	"AT5G39610"	"NAC6"	"NAC domain containing protein 6"	"NAC domain containing protein  6"	"Encodes a NAC-domain transcription factor. Positively regulates aging-induced cell death and senescence in leaves.  This gene is upregulated in response to salt stress in wildtype as well as NTHK1 transgenic lines although in the latter case the induction was drastically reduced. It was also upregulated by ABA, ACC and NAA treatment, although in the latter two cases, the induction occurred relatively late when compared with NaCl or ABA treatments. Note: this protein (AtNAC6) on occasion has also been referred to as AtNAC2, not to be confused with the AtNAC2 found at locus AT3G15510."	"NAC"	"NAC"	"-"	"GO"	"ABA"	4.91268237824891	1.10088188263032e-06	0.000641826871474002	5.97269463026974	0.000205567304659034	5.09032780303294	6.43036373132111e-07	0.000204546959494892	4.81367069317632	1.00750237329321e-06	0.000207348368868845
2.97149073138498e-07	"AT2G18050"	"HIS1-3"	"histone H1-3"	"histone H1-3"	"encodes a structurally divergent linker histone whose gene expression is induced by dehydration and ABA. The mRNA is cell-to-cell mobile."	"-"	"-"	"-"	"leafdata"	"ABA"	3.09704317396628	1.11613358329788e-06	0.000641826871474002	3.62839715919434	0.000205567304659034	1.96523785905106	0.000175327112098258	0.00482735933365311	2.37107791996626	3.00900710770223e-05	0.00137283230306588
2.97149073138498e-07	"AT2G18050"	"HIS1-3"	"histone H1-3"	"histone H1-3"	"encodes a structurally divergent linker histone whose gene expression is induced by dehydration and ABA. The mRNA is cell-to-cell mobile."	"-"	"-"	"-"	"leafdata"	"histone"	3.09704317396628	1.11613358329788e-06	0.000641826871474002	3.62839715919434	0.000205567304659034	1.96523785905106	0.000175327112098258	0.00482735933365311	2.37107791996626	3.00900710770223e-05	0.00137283230306588
3.65573678147525e-07	"AT5G51600"	"PLE"	"Microtubule associated protein (MAP65/ASE1) family protein"	"Microtubule associated protein (MAP65/ASE1) family protein"	"Mutant has defective roots. Essential for giant cell ontogenesis. Role in organizing the mitotic microtubule array during both early and late mitosis in all plant organs."	"-"	"-"	"YES"	"leafdata"	"microtubule_associated"	-0.966375006473606	0.00029008910876664	0.00689152720876734	-2.1942161850475	0.000238072690229677	0.0932725022939264	0.693207310192064	0.825691193455998	-0.0127518946366068	0.955702864510349	0.976293555205251
3.65573678147525e-07	"AT5G51600"	"PLE"	"Microtubule associated protein (MAP65/ASE1) family protein"	"Microtubule associated protein (MAP65/ASE1) family protein"	"Mutant has defective roots. Essential for giant cell ontogenesis. Role in organizing the mitotic microtubule array during both early and late mitosis in all plant organs."	"-"	"-"	"YES"	"leafdata"	"microtubule"	-0.966375006473606	0.00029008910876664	0.00689152720876734	-2.1942161850475	0.000238072690229677	0.0932725022939264	0.693207310192064	0.825691193455998	-0.0127518946366068	0.955702864510349	0.976293555205251
4.03417264554572e-07	"AT1G15550"	"GA3OX1"	"gibberellin 3-oxidase 1"	"gibberellin 3-oxidase 1"	"Involved in later steps of the gibberellic acid biosynthetic pathway. Activated by AGAMOUS in a cal-1, ap1-1 background. Deletion of 208 bp from -1016 to -809  (&#916;-808) resulted in loss of GA-negative feedback (this sequence, which contains a 43-bp sequence GNFEI, was shown to be sufficient for GA-negative feedback)."	"-"	"-"	"-"	"leafdata"	"Gibberellin"	-2.30398375248842	2.1384233940983e-05	0.00234982687120944	-3.84797827273083	0.000238072690229677	0.758893794754262	0.0322924610143114	0.126186803640145	1.07539784532171	0.00506180855637974	0.0318087678700527
4.15107005518832e-07	"AT2G21790"	"RNR1"	"ribonucleotide reductase 1"	"ribonucleotide reductase 1"	"encodes large subunit of ribonucleotide reductase involved in the production of deoxyribonucleoside triphosphates (dNTPs) for DNA replication and repair"	"-"	"-"	"YES"	"leafdata"	"dna.replication"	-0.952672052370855	3.0493475966446e-05	0.00267960511121141	-1.55119668142792	0.000238072690229677	-0.844568424122043	0.000124424272596438	0.00390041254526648	-0.668587778493524	0.000711755676174234	0.00916330490690625
4.4008366737291e-07	"AT1G72040"	"dNK"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	"Encodes a multisubstrate deoxyribonucleoside  kinase that salvages DNA precursors."	"-"	"-"	"-"	"-"	"Kinase"	-0.973802781082284	4.68727487795408e-06	0.00123741844029399	-1.26582170633003	0.000238072690229677	-1.38951133365033	3.64127542109155e-07	0.000149878062658581	-0.864900130255992	2.2737613530701e-05	0.00118598891071706
5.028239390757e-07	"AT5G54190"	"PORA"	"protochlorophyllide oxidoreductase A"	"protochlorophyllide oxidoreductase A"	"light-dependent NADPH:protochlorophyllide oxidoreductase A"	"-"	"-"	"-"	"-"	"Light"	2.69430749248331	3.21276150797271e-07	0.000357826037599737	2.57009277527046	0.000261911624701388	3.36270725751961	1.16597978949405e-07	8.49540155759169e-05	2.24455269747619	5.44991152885904e-06	0.000529172435320088
5.1181631530323e-07	"AT1G02340"	"HFR1"	"basic helix-loop-helix (bHLH) DNA-binding superfamily protein"	"basic helix-loop-helix (bHLH) DNA-binding superfamily protein"	"Encodes a light-inducible, nuclear bHLH protein involved in phytochrome signaling. Mutants exhibit a long-hypocotyl phenotype only under far-red light but not under red light and are defective in other phytochrome A-related responses. Mutants also show blue light response defects. HFR1 interacts with COP1, co-localizes to the nuclear specks and is ubiquinated by COP1."	"bHLH"	"bHLH"	"-"	"leafdata"	"Light"	4.4114035448608	2.16484179920983e-06	0.00083651254339263	5.58600426921738	0.000261911624701388	5.55995556973885	4.52597770066417e-07	0.000174887473029337	5.09978339908281	7.93026503880261e-07	0.000183111753956937
5.7552632401362e-07	"AT2G22660"	"AT2G22660"	"DNA-binding protein, putative (duplicated DUF1399)"	"Protein of unknown function (duplicated DUF1399)"	"Encodes a member of a family of DUF1399 domain containing proteins. GRDP1 is involved in germination and response to ABA. Loss of function mutants have reduced germination in the presence of osmotic stressors."	"-"	"-"	"-"	"-"	"Stress"	0.460527430371121	0.000891778052741819	0.0117976668263721	1.07558365269156	0.000262618105213838	0.384020560777037	0.00317160067657391	0.0278530089101347	0.543496601496726	0.000254066111787384	0.00482496264852792
5.7552632401362e-07	"AT2G22660"	"AT2G22660"	"DNA-binding protein, putative (duplicated DUF1399)"	"Protein of unknown function (duplicated DUF1399)"	"Encodes a member of a family of DUF1399 domain containing proteins. GRDP1 is involved in germination and response to ABA. Loss of function mutants have reduced germination in the presence of osmotic stressors."	"-"	"-"	"-"	"-"	"ABA"	0.460527430371121	0.000891778052741819	0.0117976668263721	1.07558365269156	0.000262618105213838	0.384020560777037	0.00317160067657391	0.0278530089101347	0.543496601496726	0.000254066111787384	0.00482496264852792
5.79182735560328e-07	"AT2G28620"	"AT2G28620"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"	"Mutants have radially swollen roots but do not exhibit defects in abundance or orientation of cortical microtubules, nor are microfibrils reduced.  Cellulose synthesis is also unchanged with respect to wild type.  There is a disruption in the normal pattern of cell wall placement."	"-"	"-"	"-"	"-"	"microtubule_associated"	-0.682830633817323	0.00218968547510169	0.0188722328693632	-1.93582421445859	0.000262618105213838	0.0532111861808524	0.800624007045233	0.894812286724187	0.0523137866996805	0.799323673130468	0.885811186096288
5.82547819741269e-07	"AT5G44260"	"AT5G44260"	"Zinc finger C-x8-C-x5-C-x3-H type family protein"	"Zinc finger C-x8-C-x5-C-x3-H type family protein"	"Encodes a Tandem CCCH Zinc Finger protein. Interacts and co-localizes with MARD1 and RD21A in processing bodies (PBs) and stress granules (SGs)."	"C3H"	"-"	"-"	"-"	"RNA.binding"	4.24262712916389	5.75276702047722e-07	0.000518680432217693	4.1295749705726	0.000262618105213838	5.65975513702504	1.1665809680859e-07	8.49540155759169e-05	6.29332737428587	4.94076385706428e-08	5.64496043183414e-05
5.82547819741269e-07	"AT5G44260"	"AT5G44260"	"Zinc finger C-x8-C-x5-C-x3-H type family protein"	"Zinc finger C-x8-C-x5-C-x3-H type family protein"	"Encodes a Tandem CCCH Zinc Finger protein. Interacts and co-localizes with MARD1 and RD21A in processing bodies (PBs) and stress granules (SGs)."	"C3H"	"-"	"-"	"-"	"Stress"	4.24262712916389	5.75276702047722e-07	0.000518680432217693	4.1295749705726	0.000262618105213838	5.65975513702504	1.1665809680859e-07	8.49540155759169e-05	6.29332737428587	4.94076385706428e-08	5.64496043183414e-05
7.15194354975106e-07	"AT3G23670"	"KINESIN-12B"	"phragmoplast-associated kinesin-related protein"	"phragmoplast-associated kinesin-related protein, putative"	"Microtubule motor kinesin PAKRP1L/Kinesin-12B. Together with PAKRP1/Kinesin-12A, serve as linkers of the plus ends of antiparallel microtubules in the phragmoplast."	"-"	"-"	"YES"	"-"	"microtubule_associated"	-1.12810488709479	0.000159962204336159	0.00533091365018629	-2.21073246519774	0.000314918370165085	-0.219502655334054	0.410572804945852	0.610810520063233	-0.305332816786178	0.246274432914391	0.430611001833642
7.15194354975106e-07	"AT3G23670"	"KINESIN-12B"	"phragmoplast-associated kinesin-related protein"	"phragmoplast-associated kinesin-related protein, putative"	"Microtubule motor kinesin PAKRP1L/Kinesin-12B. Together with PAKRP1/Kinesin-12A, serve as linkers of the plus ends of antiparallel microtubules in the phragmoplast."	"-"	"-"	"YES"	"-"	"kinesin"	-1.12810488709479	0.000159962204336159	0.00533091365018629	-2.21073246519774	0.000314918370165085	-0.219502655334054	0.410572804945852	0.610810520063233	-0.305332816786178	0.246274432914391	0.430611001833642
8.15892797989935e-07	"AT2G46970"	"PIL1"	"phytochrome interacting factor 3-like 1"	"phytochrome interacting factor 3-like 1"	"encodes a novel Myc-related bHLH transcription factor, which physically associated with APRR1/TOC1 and is a member of PIF3 transcription factor family."	"bHLH"	"bHLH"	"-"	"leafdata"	"transcription"	4.42111234479708	9.48787339029922e-07	0.000598811315906418	5.50032187791346	0.000351093505389578	7.23212111309102	3.34205418296881e-08	4.51988956430939e-05	6.86181576832769	5.0683599525288e-08	5.64496043183414e-05
8.15892797989935e-07	"AT2G46970"	"PIL1"	"phytochrome interacting factor 3-like 1"	"phytochrome interacting factor 3-like 1"	"encodes a novel Myc-related bHLH transcription factor, which physically associated with APRR1/TOC1 and is a member of PIF3 transcription factor family."	"bHLH"	"bHLH"	"-"	"leafdata"	"Phytochrome"	4.42111234479708	9.48787339029922e-07	0.000598811315906418	5.50032187791346	0.000351093505389578	7.23212111309102	3.34205418296881e-08	4.51988956430939e-05	6.86181576832769	5.0683599525288e-08	5.64496043183414e-05
